momentum_p,rho_p_initial,rho_p_final
1.279399e+01,5.031242e-32,3.257262e-16
1.287248e+01,5.682761e-32,3.177484e-16
1.295098e+01,6.307833e-32,3.104502e-16
1.302947e+01,3.801578e-32,3.037421e-16
1.310796e+01,5.918844e-32,2.975249e-16
1.318645e+01,4.803147e-32,2.916814e-16
1.326494e+01,3.650027e-32,2.861059e-16
1.334343e+01,4.171456e-32,2.807214e-16
1.342192e+01,2.858373e-32,2.754554e-16
1.350041e+01,3.231867e-32,2.702188e-16
1.357890e+01,5.613192e-32,2.649283e-16
1.365739e+01,8.345694e-32,2.595344e-16
1.373588e+01,5.218610e-32,2.540015e-16
1.381437e+01,5.806785e-32,2.482779e-16
1.389286e+01,7.045777e-32,2.423125e-16
1.397136e+01,8.033005e-32,2.360846e-16
1.404985e+01,6.638538e-32,2.295948e-16
1.412834e+01,8.311025e-32,2.228330e-16
1.420683e+01,1.094015e-31,2.157821e-16
1.428532e+01,1.173142e-31,2.084463e-16
1.436381e+01,1.265850e-31,2.008528e-16
1.444230e+01,9.224222e-32,1.930270e-16
1.452079e+01,1.133864e-31,1.849841e-16
1.459928e+01,1.347665e-31,1.767470e-16
1.467777e+01,1.082216e-31,1.683560e-16
1.475626e+01,8.001015e-32,1.598582e-16
1.483475e+01,1.047089e-31,1.512931e-16
1.491324e+01,1.634360e-31,1.426963e-16
1.499174e+01,2.066210e-31,1.341105e-16
1.507023e+01,1.573755e-31,1.255870e-16
1.514872e+01,2.370223e-31,1.171761e-16
1.522721e+01,2.191188e-31,1.089195e-16
1.530570e+01,2.054441e-31,1.008552e-16
1.538419e+01,1.742493e-31,9.302541e-17
1.546268e+01,2.469405e-31,8.547620e-17
1.554117e+01,3.163194e-31,7.824676e-17
1.561966e+01,3.374849e-31,7.136559e-17
1.569815e+01,3.581691e-31,6.485922e-17
1.577664e+01,4.736618e-31,5.875856e-17
1.585513e+01,4.024358e-31,5.309132e-17
1.593362e+01,3.064950e-31,4.787314e-17
1.601211e+01,3.611063e-31,4.311288e-17
1.609061e+01,4.585439e-31,3.882189e-17
1.616910e+01,3.948133e-31,3.501083e-17
1.624759e+01,6.847960e-31,3.168035e-17
1.632608e+01,7.606526e-31,2.882268e-17
1.640457e+01,5.586674e-31,2.643036e-17
1.648306e+01,7.833507e-31,2.449637e-17
1.656155e+01,9.786600e-31,2.300683e-17
1.664004e+01,9.666305e-31,2.194018e-17
1.671853e+01,1.771997e-30,2.127401e-17
1.679702e+01,4.052410e-30,2.098719e-17
1.687551e+01,7.450199e-30,2.105466e-17
1.695400e+01,1.305074e-29,2.144525e-17
1.703249e+01,2.120125e-29,2.212704e-17
1.711099e+01,3.145029e-29,2.307095e-17
1.718948e+01,4.507504e-29,2.424591e-17
1.726797e+01,5.724510e-29,2.561591e-17
1.734646e+01,6.978044e-29,2.714578e-17
1.742495e+01,7.969095e-29,2.880589e-17
1.750344e+01,8.584025e-29,3.056392e-17
1.758193e+01,8.828636e-29,3.238326e-17
1.766042e+01,8.763303e-29,3.423397e-17
1.773891e+01,8.240242e-29,3.609118e-17
1.781740e+01,7.294658e-29,3.792235e-17
1.789589e+01,6.107800e-29,3.969870e-17
1.797438e+01,4.653731e-29,4.140327e-17
1.805287e+01,3.381149e-29,4.301070e-17
1.813137e+01,2.192742e-29,4.449645e-17
1.820986e+01,1.310760e-29,4.585177e-17
1.828835e+01,6.941367e-30,4.705865e-17
1.836684e+01,3.902044e-30,4.809970e-17
1.844533e+01,2.238484e-30,4.897485e-17
1.852382e+01,1.454846e-30,4.967148e-17
1.860231e+01,1.008868e-30,5.018259e-17
1.868080e+01,8.659625e-31,5.051504e-17
1.875929e+01,8.400819e-31,5.066021e-17
1.883778e+01,6.484672e-31,5.062408e-17
1.891627e+01,6.495848e-31,5.041511e-17
1.899476e+01,6.553287e-31,5.003137e-17
1.907325e+01,5.370361e-31,4.948990e-17
1.915175e+01,6.737654e-31,4.879563e-17
1.923024e+01,4.327039e-31,4.795922e-17
1.930873e+01,5.774399e-31,4.699859e-17
1.938722e+01,4.129793e-31,4.591881e-17
1.946571e+01,3.440265e-31,4.474254e-17
1.954420e+01,4.574651e-31,4.347765e-17
1.962269e+01,3.714234e-31,4.214281e-17
1.970118e+01,4.195972e-31,4.075272e-17
1.977967e+01,3.846650e-31,3.931961e-17
1.985816e+01,2.928790e-31,3.786340e-17
1.993665e+01,2.807871e-31,3.639146e-17
2.001514e+01,1.947092e-31,3.492552e-17
2.009363e+01,2.991614e-31,3.346969e-17
2.017213e+01,1.773085e-31,3.204499e-17
2.025062e+01,2.774176e-31,3.065367e-17
2.032911e+01,2.807925e-31,2.931427e-17
2.040760e+01,2.679913e-31,2.802719e-17
2.048609e+01,2.186901e-31,2.680780e-17
2.056458e+01,1.250677e-31,2.565554e-17
2.064307e+01,1.421729e-31,2.458079e-17
2.072156e+01,1.161253e-31,2.358364e-17
2.080005e+01,1.015475e-31,2.266781e-17
2.087854e+01,1.299631e-31,2.183552e-17
2.095703e+01,9.878606e-32,2.108329e-17
2.103552e+01,2.017600e-31,2.041483e-17
2.111401e+01,8.034536e-32,1.982233e-17
2.119251e+01,1.518114e-31,1.930697e-17
2.127100e+01,1.058078e-31,1.886211e-17
2.134949e+01,8.131396e-32,1.848224e-17
2.142798e+01,1.472589e-31,1.816445e-17
2.150647e+01,7.692458e-32,1.789854e-17
2.158496e+01,1.424417e-31,1.768053e-17
2.166345e+01,1.228746e-31,1.750299e-17
2.174194e+01,1.217257e-31,1.735624e-17
2.182043e+01,7.913644e-32,1.723593e-17
2.189892e+01,1.038203e-31,1.713328e-17
2.197741e+01,6.166840e-32,1.703943e-17
2.205590e+01,1.054727e-31,1.695014e-17
2.213439e+01,4.483671e-32,1.685786e-17
2.221288e+01,9.646470e-32,1.675433e-17
2.229138e+01,1.178786e-31,1.663590e-17
2.236987e+01,1.329169e-31,1.649835e-17
2.244836e+01,5.416154e-32,1.633504e-17
2.252685e+01,1.183967e-31,1.614217e-17
2.260534e+01,8.368310e-32,1.591879e-17
2.268383e+01,7.820726e-32,1.566278e-17
2.276232e+01,7.681340e-32,1.537122e-17
2.284081e+01,1.143520e-31,1.504349e-17
2.291930e+01,6.614376e-32,1.468116e-17
2.299779e+01,1.311742e-31,1.428604e-17
2.307628e+01,8.379838e-32,1.385933e-17
2.315477e+01,9.916715e-32,1.340299e-17
2.323326e+01,9.826560e-32,1.292047e-17
2.331176e+01,5.373906e-32,1.241637e-17
2.339025e+01,6.890325e-32,1.189568e-17
2.346874e+01,6.159630e-32,1.136339e-17
2.354723e+01,6.962045e-32,1.082465e-17
2.362572e+01,1.014874e-31,1.028508e-17
2.370421e+01,6.047155e-32,9.750730e-18
2.378270e+01,6.745558e-32,9.227979e-18
2.386119e+01,8.039309e-32,8.723238e-18
2.393968e+01,7.777950e-32,8.242869e-18
2.401817e+01,6.524716e-32,7.793027e-18
2.409666e+01,1.241022e-31,7.379623e-18
2.417515e+01,5.631415e-32,7.008273e-18
2.425364e+01,9.067305e-32,6.684256e-18
2.433214e+01,8.309810e-32,6.412372e-18
2.441063e+01,1.345714e-31,6.196940e-18
2.448912e+01,5.062179e-32,6.041705e-18
2.456761e+01,7.400282e-32,5.949803e-18
2.464610e+01,8.685545e-32,5.923681e-18
2.472459e+01,2.836063e-32,5.965057e-18
2.480308e+01,8.898558e-32,6.074930e-18
2.488157e+01,5.909812e-32,6.253549e-18
2.496006e+01,1.274506e-31,6.500388e-18
2.503855e+01,7.874008e-32,6.814181e-18
2.511704e+01,6.893572e-32,7.192914e-18
2.519553e+01,6.714659e-32,7.633914e-18
2.527402e+01,4.676987e-32,8.133737e-18
2.535252e+01,5.332014e-32,8.688253e-18
2.543101e+01,7.940464e-32,9.292592e-18
2.550950e+01,4.335650e-32,9.941181e-18
2.558799e+01,8.466198e-32,1.062799e-17
2.566648e+01,9.907267e-32,1.134675e-17
2.574497e+01,9.342308e-32,1.209125e-17
2.582346e+01,5.721738e-32,1.285498e-17
2.590195e+01,6.869623e-32,1.363068e-17
2.598044e+01,7.130722e-32,1.441024e-17
2.605893e+01,7.823541e-32,1.518567e-17
2.613742e+01,1.270986e-31,1.595028e-17
2.621591e+01,4.437156e-32,1.669798e-17
2.629440e+01,1.380423e-31,1.742119e-17
2.637290e+01,1.189092e-31,1.811141e-17
2.645139e+01,7.836014e-32,1.876257e-17
2.652988e+01,9.547755e-32,1.937049e-17
2.660837e+01,8.366566e-32,1.992855e-17
2.668686e+01,1.067885e-31,2.042952e-17
2.676535e+01,6.064368e-32,2.087094e-17
2.684384e+01,1.136322e-31,2.124974e-17
2.692233e+01,1.204401e-31,2.155943e-17
2.700082e+01,6.808767e-32,2.179901e-17
2.707931e+01,1.512372e-31,2.196816e-17
2.715780e+01,1.069741e-31,2.206183e-17
2.723629e+01,7.814263e-32,2.208232e-17
2.731478e+01,1.886329e-31,2.202971e-17
2.739328e+01,1.282879e-31,2.190191e-17
2.747177e+01,1.342629e-31,2.170481e-17
2.755026e+01,2.443698e-31,2.143632e-17
2.762875e+01,2.413418e-31,2.110193e-17
2.770724e+01,1.385064e-31,2.070417e-17
2.778573e+01,2.016331e-31,2.024582e-17
2.786422e+01,1.680295e-31,1.973366e-17
2.794271e+01,9.726663e-32,1.916900e-17
2.802120e+01,1.974896e-31,1.856093e-17
2.809969e+01,2.028321e-31,1.791060e-17
2.817818e+01,2.136855e-31,1.722785e-17
2.825667e+01,2.218083e-31,1.651449e-17
2.833516e+01,2.590538e-31,1.577992e-17
2.841365e+01,1.857248e-31,1.502734e-17
2.849215e+01,2.188687e-31,1.426415e-17
2.857064e+01,3.556416e-31,1.349617e-17
2.864913e+01,2.464899e-31,1.272732e-17
2.872762e+01,2.374681e-31,1.196602e-17
2.880611e+01,4.768699e-31,1.121392e-17
2.888460e+01,5.169656e-31,1.047850e-17
2.896309e+01,3.532014e-31,9.763443e-18
2.904158e+01,4.301850e-31,9.071400e-18
2.912007e+01,4.975416e-31,8.408308e-18
2.919856e+01,4.632431e-31,7.775773e-18
2.927705e+01,4.960287e-31,7.176010e-18
2.935554e+01,5.778190e-31,6.612718e-18
2.943403e+01,4.333161e-31,6.086628e-18
2.951253e+01,2.990671e-31,5.598210e-18
2.959102e+01,7.596806e-32,5.149056e-18
2.966951e+01,1.544668e-31,4.739366e-18
2.974800e+01,1.100983e-30,4.368051e-18
2.982649e+01,3.079435e-30,4.034393e-18
2.990498e+01,6.074427e-30,3.737683e-18
2.998347e+01,8.927491e-30,3.476340e-18
3.006196e+01,1.193663e-29,3.248138e-18
3.014045e+01,1.336220e-29,3.050799e-18
3.021894e+01,1.291250e-29,2.882029e-18
3.029743e+01,1.059035e-29,2.739346e-18
3.037592e+01,7.347635e-30,2.619974e-18
3.045441e+01,4.540291e-30,2.520974e-18
3.053291e+01,2.511206e-30,2.439423e-18
3.061140e+01,9.609836e-31,2.372469e-18
3.068989e+01,2.176693e-31,2.317374e-18
3.076838e+01,4.920117e-33,2.271510e-18
3.084687e+01,1.150588e-31,2.232420e-18
3.092536e+01,2.509136e-31,2.197852e-18
3.100385e+01,3.692317e-31,2.165798e-18
3.108234e+01,4.570304e-31,2.134574e-18
3.116083e+01,4.039028e-31,2.102808e-18
3.123932e+01,3.550736e-31,2.069493e-18
3.131781e+01,2.475154e-31,2.034002e-18
3.139630e+01,1.993775e-31,1.996105e-18
